comment,type
للجدل مستغلها يخدم ببها لجلب الإنتباه الاضواء برنامجه الفاشل واحنا بصفة عاعمة مانا شعوب متخلفة نموتو تقشقيش لحناك للخرا مغارف حشاكم وحاشة قدركم هاوكا يربح نسب المشاهدة وخدمتو ماشية,normal
يعرفو ربي وميخذوش المسيحين وطوع وقلة الخير,normal
السود كفشلوا سود شيئ يضحك السود يحبوا يسيسوا قضية وجود اﻻ عقولهم البسيطة أسود معقد لونك وأقول طبيبا نفسيا,aggressive
فتح صرمك أمك جهاد جئناكم بالنووي العابرة للقارات وطيارات الشبح التكنولوجيا الفتاكة بكرة أبيكم عالم مرتزقة حثالة الأمم مبولة العالم,aggressive
الحق مداير يندارش قصدها اعدل روحك سع انصحنا لكلام قالو الشعب يسمعوش هكاك,normal
عجبتني لقوادة القحبة مفيدة هههه,aggressive
جبري يحكي صوت المرأة عورة يحكي أمو مرتو المرا يربح صوتها العورة الفلوس مستحيل يوصل لمستواها ثققافتها الغناي حمامة طارت,aggressive
للفيديو نقولش صاحب رأيه وضع جام للذين يؤيدون قانون المساوات الميراث بالله,normal
ههههههه اكبر عاهرات,aggressive
كذاب طحان تريد تجعل أجدادنا قوما سود سكان افريقيا بيض ايها الفاجر,aggressive
نحبك شمس رجل الرجال متربي ربي يرحم والديك,normal
شيخ سلطان,aggressive
رکن ارکان الاسلام يامنافقين,aggressive
قلبي سمعت آراء النساء مقدرتش نكمل الفيديو مسلمين نقاش جزائري,normal
ههه فنكم التونسة,aggressive
فعلا اكتشف شئ التونسي القليل القانون صيخة ابان المجلس التأسيسي طرف حزب لاسباب يطول شرحها والحزب فلمذا عقولكم بدون نرفزة,normal
طز,aggressive
تفووووه هليك هلى جد والديك لطفي العبدلي والله تكساب ريحة الرجولية,normal
اوهدي,normal
ينعلك ياشبة النارواش بقالك الما يحمى تموتي تشوفي وتش يصرالكالله يستر رب,aggressive
راحة ريح السد مكان تونس,aggressive
احنان المراة اكتر ربي,normal
ري ـل,normal
هاذا لكلام اعقلو,normal
شعب يجهر بلمعصية,aggressive
مريم دباغ نموت الجزائر,normal
معناها,normal
أصبحوا والرجال مكانة عاريات,normal
القاير,normal
مرخسها,aggressive
نصف خير تجيش عايش بافكار ناس المبادئ تدافع جلال بريك امثالكم جابينها تصلحو حطب لجهنم برا اتوضى صلي ركعتين تعرف غالط طول نسبك,aggressive
طلع عباد الجنة,normal
بوك بو رضان عر يان الزك يودوا خاتم منافقين ماهي الحرية حر نفسوا يريد باكل,aggressive
هههههههه ممسطك حاسيلو سامي حمادي انيك حاسيلو يطيش قبيح اسمك باين فراررر فلاي عصبة,aggressive
غناية اخخختفيييه,normal
لطفي العبدلي مخو خامج,normal
الليبيين رجال باعوهم سوق العبيد الغبي الجزائري يقولك نرحب خرفان سذج السبب مقصد متشرذ قريب سيقولون بعيد روح جهة أخرى أمثالك الغباء يصعب إفهامهم خطر شرعية,aggressive
تحية لقحاب تونس,aggressive
تروج لدور مسلسل رمضان,normal
دين ربي يحفظو متخلق ومحبوب,normal
لزوك شمس لميبون,aggressive
أثبت الطب والتشريح الحديث شخص بالمساواة الميراث المرأة والرجل الشخص يملك جمجمته باقي خرية تملئ جمجته فائدة الجمجمة بالخرا,normal
دزريين نقصو تحلاب توصل نلقا هادا فتوندونس دزاير هوما ڨاع سامعين ونتوما قعدو تحلبو,normal
صديقي نتفق النقطة خليك ارض الواقع العالم المتحظر لايوجد مجاني تحكي سبيل يجي ماعندكش حق الطمأنينة تحكي فخليك ارض الواقع تتفوه واهية فاللذي يبحث الطمأنينة الحقيقة البراري والسهول والطبيعة الخلابة مجاني يحتاج يصير بمايعبر بالمصطلح العربي ضحك الذقون,normal
,normal
سوق,normal
هههخخخههه توب يازبي كملو لكلاش منيكين تحية جزائر,aggressive
فيييييه امين سيب الشعب التونسي سن را,aggressive
زهرة احلامي نلقاك,normal
حلال لأنكم مرتدين,aggressive
يحكي شرف وروجولة,aggressive
قحاب,aggressive
لطفي تتمهزل الدين ڨاعد توشي بغير المباشر نسيتي الدور تيعك شوفلي حل يهاك دور المخنث حرام الشرات الشريات,normal
اعراق شتى واصولهم رديئه شعب أغلبه منحل,aggressive
مل عباد شمدخل الدين,normal
العياري أكبر لبرنامج طحانة والقحاب الكيفك فهمينك بوق نداء يعطيك كنسار قريب,aggressive
لازمها فتح إسلامي,aggressive
اولا مشروع قانون يمر بمجلس النواب بأغلبية ثانيا مشروع دعاية انتخابية فاشلة ثالثا إثارة الفتنة التونسيين,normal
لعنة تونسيين,aggressive
دزيري زك امك,aggressive
خرجتو ربي توانسة,normal
المشكل المرأة تقود الطائرة تتاجر زبورها,aggressive
دخلتو وبدلتوه تسناو الربح ربي يهديكم,normal
فيبالك يسكنو شرق دزاير هوما اصل توانسة مي قسمت حدود خذاتهم,normal
مزال يصرا لعجب العقليات,normal
زب طيزك,aggressive
تونسي أولا يهم مسيحي مسلم يهودي عربي أمازيغي تونسي عرب التحريض الطائفي والعنصرية,normal
العبدلي,aggressive
يلعن روح رسولكم الدجال المجرم الإرهابي السفاح اللقيط الشاذ ناكح وناكح الموتى تقتل ربكم القحبة إرهابي داعشي خنزير يماك القحبة الشايب المشلول القحبة أمك وبنتك مساوية وأبن الكلب جابلكم دين الفاجر محمد المجرم العنصرية أمك وبنتك خليك بلادك إرهابي داعشي ولد القحبة,aggressive
سكان البرابرة ابناء مازغ العرب الجزيرة الفتوحات الاسلامية,normal
معروفين توانسة شعوب تقدس ناس بعيدة دينها الغرب,normal
طيحتو بتونس التونسيين ملاهي,aggressive
امك بريك البريك احشاها ترم,aggressive
اخواني التوانسة اليهود منالبلادكم,aggressive
منيك منيك,aggressive
سيبوها مريم,normal
فی سقوط خرطاج جر هالمیبون روما رجعتنا للعصور الحجری میبون جلال الواحد یعر ی زب شوی أعطی تراحا لترمتک,aggressive
معناها مشروبات بهلوانية,normal
شمس الدين باشا ارجل وأحسن لطفي حيوان والله منطيقك لطفي شمس الدين فوووووورررر بلاصتوا ماهي,normal
اتحجبي وكيلو ماكياج,normal
تفوووو كفار اشوفك راسك,aggressive
المرآة يتيمة مطلقة متزوجة ستقيم سيصرف اظن اخوها بيته وينفق الواجب لاته سيصبح المعيل,normal
أتحداك بليبية تملك القليل الأنوثة,aggressive
نحب نموت,normal
يادزيري يامسخ تعايرو برو شوفو فيديواتكم القبايل فاطري شهر رمضان والدزيرية فرانسا ميصوموش تولهو بالدول الاخرى,aggressive
