comment,type
تبدا عايش داعش طبق تحب عايش دولة دستور,normal
زايدة الأعباد شانوا,normal
امسخ ربي البومة وصلت لحالة معاش يفيد يوفي عمرها متتعالجش بفففف,aggressive
لعنة كره احكام الآيات القطعية راي للبشر مثلها ايات تحرم زواج المرأة المسلمة بغير مسلم زد الاعيب سياسية الدساترة التجمعيين لإبعاد الشعب التونسي المشاكل الحقيقية البطالة الرهيبة الفقر غياب العدل المركزية المساواة الانتفاع بالثروات الوطنية السرقات المحسوبية الجهويات الرشاوي غياب البنية التحتية انتشار الخمور الربا الزنا السرقات المخدرات تغييب الدين الاسلامي الحنيف مناهج التعليم الحياة بصفة ممنهجة زمن الرويبضة اللهم سلم سلم,aggressive
لطفي عبدلي سيااااااااسي كبير ولد اموا,normal
ملهط تبدل كلام ربي اعملي المساوات وراجلك معرسة بمرأه,aggressive
شمس الدين افضل رجل تونسي,normal
شعب ديوث تفو رحم,aggressive
مليح المساواة الميراث لخطرش اﻷخ يظلم أخته الغير متزوجة بيت أهلها تعتني بوالديها لكبار متزوج تضعط زوجته تقول توفيا والديك لديك بيت نبيع البيت ترمي أختك بيوت الرحمة هكذا يرمي أخته ديار العجزة يبيع البيت يكريه هكذا أخته تصبح بدون مأوى مرمية ديار العجزة,normal
تعالى حدود تعتدوها تعالى يتعدى حدود ظام وهاكم توانسة ظلمتم انفسكم باختراقكم حدود نسال يعاقبنا بفعلتكم,normal
ميزلت مشبعتش ملبوني ديرعلى كريم بسام,normal
بالله وصلولي صوتي,normal
تكفرين الشعب التونسي وتقلوين عنهم يهود تكفيرية الخوارج صورة الفاسدة السافرة تضعينها قناتك,normal
تافهة ساذجة,aggressive
سكر ظك امك ليبي زامل يابن القحبة مسخ,aggressive
هه قرايت ولااد لحوم متڨدهااش ياا عمرك,normal
مريم قحبة والله جات دزاير تبقى حية لوكان نكناها واعطينالها طريحة تعرف قدرها قحاب زبي,aggressive
حسبي ونعم الوكيل المديره مشتركه بالجريمه لعدم قولها للحقيقه كاذبه لعنها,normal
عجوزة لتهي بروحك,normal
حق تونس بلد يعيش مسلمين بلد مسلم ولازالت تونس أيادي فرنسي,normal
العلمانيين والوهابية أسباب المصائب الدول الإسلامية,aggressive
للطلاق التعويض الجانبين تضرر الرجل يدفع تعويض واذا تضررت المرأة يدفع تعويض,normal
تفو لوطي عنصري ابن المتناكه الأفارقة أشرف خلفوك واطي,aggressive
اولا شاب مسلم ثانيا احترم الشريعة حقي انتقد الشريعة الاسلام تتقبل النقد تنتقد افكاري حقك فالمسلم يقبل انتقاد دينه رموزه الدينية مسلم واثق ايمانه دينه عفوا الشريعة الاسلامية اقدم للبشرية بحوث علمية تعليم عالي حرية حقوق اقليات صناعات حديثة بالمقابل الدولة العلمانية النواحي بقت الشريعة كامل فستكون نسخة داعش,normal
داعشي,aggressive
سخان وجوع وشهوات ادني محملتوهاش وغدوى ربي ياااااا ديوت,aggressive
حاجة كهو واصلوا حياتكم معرسة زوز صغار فيبالو عرف سي بوثلجة السلام,normal
مريم الدباغ,normal
مبروك اختك العاهره صهيوني,aggressive
نقش حيوان خامج كلب كافر مرتد مجرم مسلم حقيقي واني ابن زانية للقيط تفو بزكليف المنكوح منضر همجي مسخ,aggressive
هههههه صح لسانك تونس شراميط صغير كبير لعن إخوان الشياطين,aggressive
نهار ونتمنى متحسرش وتقول ياليتني تراب ربي ينيرك ويهديك,normal
مغربي حاقد الإسلام أبهى مظاهره شاء,aggressive
كلام أشباه الرجال,aggressive
هادو يهود تفو شعب تحيا بلادنا وشعبنا مروحش لتونس ومنحطش رجلي يلاطيف جزاير حرين شوالا هادا روح نعايرهم يهود هادو,aggressive
وراسك نفهمها خير شتلعبهالنا اينشطاين,normal
شواربها منفخين باين بوتوكس,normal
بالرسمي قحبة وقعرة ورقعة وجايا الهيييييييه خشش صغرتها,aggressive
نعلة ياكافر,aggressive
جواز سفر تونسي ساعة تخمم جوازات السفر ماعادتش تفرز يخي جياحة يخي الاقل تمثلي اعرفي تمثلي,normal
تحبو طيحو عبديزيك فلسفة مزمزال مايا تحبي تمتلك بلاتو فاشلة شاب بشير اختك جزائر تشجع وأخطاء مستمع لفارغة,normal
سببو لعب السياسيين مشاعر دعاة المساوات لهوما ناس جاهلين بالدين لانو حالة تقريبا المرأة ترث نصف الرجل اربع حالات الباقي يرثو ترث الحالات أكثر يتفلسف الانسان يعي فهموا فكروا أضيق بكثير حكمة ربي قدرتوا تعويل عقل مثقف جداااا واعي يغني حق شيءا بالك التعويل عقل جاهل فارغ,normal
الاخير شعب راضي,normal
تخيل دولة يهود يتتبعونك يرمونك السجن تمارس تقوسهم,aggressive
الجزائريين مانحبوش المخنثين,aggressive
شمس الدين باشا متربي وفحل,normal
كاريم ماعندوا حجج يثبت ويبرهن باه تتكلم دين يلزملك كتاب اوسنة نبيه صلى وسلم ولبنت تكلمت حمقاء وقليلة حياء وتافها ونا بعرفوا طبقا الموثقفا تونس نائم فأعطت المجال ناس لايفقهونا شئ حال عرب فأصبحنا موتخليفين,aggressive
برافو بشير حق المرة فاتت هوما فتو المرأة يداويها راجل عطونا فتوة جديدة تنو صوت المرأة عورة ربي يهديهم,aggressive
شمس دين تونسية وتستقبلوها تلفزون هههه تفوه الخنثى,aggressive
غرايب والأجايب العرب,normal
وعلاه تسبو خاوتي الجزائر راهي مهيش منافقة والله راهي تهدر وقلبها ابيض ربي يهدي,normal
تخيل دولة يهود يتتبعونك يرمونك السجن تمارس تقوسهم,aggressive
طيحت ڨفصة ولد القحبة يالجرو ينعل زك أمك القحبة,aggressive
مثيرة للجدل مستغلها يخدم ببها لجلب الإنتباه وتسليط الاضواء برنامجه الفاشل واحنا بصفة عاعمة مانا شعوب متخلفة نموتو تقشقيش لحناك ونعملو للخرا مغارف حشاكم وحاشة قدركم هاوكا يربح نسب المشاهدة منا وخدمتو ماشية,normal
يعرفو ربي ميخذوش القورة وميخذوش المسيحين وطوع وقلة الخير,normal
صحيتك السود تونس كفشلوا قالوا يحبوناش سود شيئ يضحك السود يحبوا يسيسوا قضية وجود اﻻ عقولهم البسيطة والسطحية أسود معقد لونك وأقول طبيبا نفسيا,aggressive
